,index,Unnamed: 0,0,1,2,3,4,5
2345,46,46,[u'Insolia'],[u'Principi di Butera'],[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.88\n', u'\n']"
2346,47,47,[u'Chassagne-Montrachet Blanc 2011'],[u'Joseph Drouhin'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $49.98\n', u'\n']"
2347,48,48,[u'Rias Baixas Albari\xf1o'],[u'Reveleste'],[u'Galicia'],[u'Spain'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.99\n', u'\n']"
2348,49,49,"[u""Woodcutter's Semillon""]",[u'Torbreck'],[u'South Australia'],[u'Australia'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.78\n', u'\n']"
2349,50,50,[u'Grillo Terre Siciliane Shamaris 2014'],[u'Cusumano'],[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.79\n', u'\n']"
2350,51,51,[u'New York Premium Selection Riesling'],[u'Brotherhood'],[u'Hudson River Region'],[u'United States'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.39\n', u'\n']"
2351,52,52,[u'La Cala Vermentino di Sardegna 2014'],[u'Sella & Mosca'],[u'Sardegna'],[u'Italy'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.48\n', u'\n']"
2352,53,53,[u'Condrieu Invitare'],[u'M. Chapoutier'],[u'Vall\xe9e du Rh\xf4ne'],[u'France'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $87.19\n', u'\n']"
2353,54,54,[u'Vipra Bianca Umbria 2014'],[u'Bigi'],[u'Umbria'],[u'Italy'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $5.53\n', u'\n']"
2354,55,55,[u'Puligny-Montrachet 2007'],[u'Louis Carillon'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $74.99\n', u'\n']"
2355,56,56,[u'R`Kaciteli'],[u'Stobi'],[u'Povardarie'],[u'Macedonia'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.79\n', u'\n']"
2356,57,57,[u'Sylvaner Alsace R\xe9serve'],[u'Domaine Weinbach'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.69\n', u'\n']"
2357,58,58,[u'Logan Chardonnay'],[u'Robert Talbott'],[u'Central Coast'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.99\n', u'\n']"
2358,59,59,[u'Pinot Grigio 2014'],[u'Voga'],[u'Florida'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
2359,60,60,[u'Chablis 2013'],[u'Domaine Jean Collet'],[u'Chablis'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $25.99\n', u'\n']"
2360,61,61,[u'Chardonnay 2013'],[u'Flora Springs'],[u'St. Helena'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.46\n', u'\n']"
2361,62,62,"[u""Teresa's Chardonnay""]",[u'Balletto'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.73\n', u'\n']"
2362,63,63,"[u""Moscato d'Asti 2014""]",[u'Alena'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.99\n', u'\n']"
2363,64,64,"[u""Winemaker's Select Riesling 2013""]",[u'Snoqualmie'],[u'Columbia Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
2364,65,65,[u'Ashbourne Sandstone'],[u'Hamilton Russell'],[u'Walker Bay'],[u'South Africa'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.48\n', u'\n']"
2365,66,66,[u'Sancerre'],[u'Ackerman'],[u'Loire'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $27.88\n', u'\n']"
2366,67,67,[u'Sancerre 2011'],[u'Comte Lafond'],[u'Sancerre'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $61.19\n', u'\n']"
2367,68,68,[u'Chardonnay 2013'],[u'Smoking Loon'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.98\n', u'\n']"
2368,69,69,[u'Sauvignon Blanc 2015'],[u'Fish Hoek'],[u'Western Cape'],[u'South Africa'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.09\n', u'\n']"
2369,70,70,[u'Campi Flegrei Falanghina 2014'],[u'La Sibilla'],[u'Campania'],[u'Italy'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.99\n', u'\n']"
2370,71,71,[u'La Forcine Vouvray Demi-Sec'],[u'Bonhomme'],[u'Languedoc-Roussillon'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.99\n', u'\n']"
2371,72,72,[u'Vouvray Silex'],[u'd Orfeuilles'],[u'Loire'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.44\n', u'\n']"
2372,73,73,[u'Blanc de Blancs 2010'],"[u""Roc d'Anglade""]",[u'Gard'],[u'France'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $53.99\n', u'\n']"
2373,74,74,[u'Pinot Grigio delle Venezie 2014'],[u'Vigne del Sole'],[u'Veneto'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.98\n', u'\n']"
2374,75,75,[u'Chardonnay 2013'],[u'Truchard'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $29.97\n', u'\n']"
2375,76,76,[u'Fiano Di Avellino 2013'],[u'Ciro Picariello'],[u'Campania'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $26.16\n', u'\n']"
2376,77,77,[u'Caillou Blanc'],[u'Ch\xe2teau Talbot'],[u'Saint-Julien'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $33.83\n', u'\n']"
2377,78,78,[u'Bourgogne Vezelay Le Galerne 2013'],[u'Montanet-Thoden'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $20.97\n', u'\n']"
2378,79,79,[u'Chardonnay 2011'],"[u""Frog's Leap""]",[u'Rutherford'],[u'United States'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $25.98\n', u'\n']"
2379,80,80,[u'Friendly Gr\xfcner Veltliner 2013'],[u'Laurenz V.'],[u'Nieder\xf6sterreich'],[u'Austria'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
2380,81,81,[u'Chardonnay'],[u'Miner'],[u'Oakville'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $31.33\n', u'\n']"
2381,82,82,[u'Marlborough Sauvignon Blanc 2015'],[u'The Crossings'],[u'Marlborough'],[u'New Zealand'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
2382,83,83,[u'Sauvignon Blanc Metis 2014'],[u'Klein Constantia'],[u'Coastal Region'],[u'South Africa'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.98\n', u'\n']"
2383,84,84,[u'Puligny-Montrachet 2011'],[u'Domaine Leflaive'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $105.74\n', u'\n']"
2384,85,85,[u'Vermentino (Etichetta Nera/Black Label) 2015'],[u'Lvnae'],[u'Liguria'],[u'Italy'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $20.98\n', u'\n']"
2385,86,86,[u'Haute Densit\xe9 Pouilly-Fum\xe9 2012'],[u'Ch\xe2teau de Tracy'],[u'Pouilly-Fum\xe9'],[u'France'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $48.98\n', u'\n']"
2386,87,87,[u'Ferentano Lazio 2012'],[u'Falesco'],[u'Umbria'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.28\n', u'\n']"
2387,88,88,[u'Surya Bianco 2014'],[u'Principi di Butera'],[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.14\n', u'\n']"
2388,89,89,[u'Gew\xfcrztraminer Twin Vineyard'],[u'Pacific Rim'],[u'Washington'],[u'United States'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.28\n', u'\n']"
2389,90,90,[u'Furmint 2013'],[u'Sauska'],[u'Hungary'],[u'Hungary'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $40.00\n', u'\n']"
2390,91,91,[u'Gaia & Rey 2010'],[u'Gaja'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $229.97\n', u'\n']"
2391,92,92,[u'Napa Valley White 2012'],[u'Matthiasson'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $39.98\n', u'\n']"
2392,93,93,[u'Silhouette Chardonnay'],[u'Merryvale'],[u'St. Helena'],[u'United States'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $64.28\n', u'\n']"
2393,94,94,[u'Pouilly-Fuiss\xe9 2014'],[u'Bouchard A\xeen\xe9 & Fils'],[u'Beaune'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.39\n', u'\n']"
2394,95,95,[u'Steinriegl Riesling'],[u'Prager'],[u'Wachau'],[u'Austria'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $33.25\n', u'\n']"
2395,96,96,[u'Chardonnay Un-Oaked Estate Series'],[u'La Playa'],[u'Valle de Colchagua'],[u'Chile'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.34\n', u'\n']"
2396,97,97,[u'Unoaked Chardonnay'],[u'Brampton'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.69\n', u'\n']"
2397,98,98,[u'Summer In A Bottle White Table Wine 2015'],[u'Wolffer Estate'],[u'Long Island'],[u'United States'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $23.94\n', u'\n']"
2398,99,99,[u'CrossBarn Sonoma Coast Chardonnay'],[u'Paul Hobbs'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.98\n', u'\n']"
2399,0,0,[u'Sauvignon Blanc 2012'],[u'Delaire Graff'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.38\n', u'\n']"
2400,1,1,[u'Coteaux Du Loir White'],[u'Pascal Janvier'],[u'Loire'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.59\n', u'\n']"
2401,2,2,[u'Classic Amontillado Sherry'],[u'Rey Fernando de Castilla'],[u'Arag\xf3n'],[u'Spain'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $29.99\n', u'\n']"
2402,3,3,[u'Salus Estate Chardonnay 2010'],[u'Staglin'],[u'Rutherford'],[u'United States'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $58.99\n', u'\n']"
2403,4,4,[u'Les Vaillons Chablis Premier Cru 2012'],[u'Domaine Long Depaquit'],[u'Chablis'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $37.96\n', u'\n']"
2404,5,5,[u'Signature Chenin Blanc'],[u'Spier'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $5.48\n', u'\n']"
2405,6,6,[u'Everyday White Wine 2012'],[u'The Dreaming Tree'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.99\n', u'\n']"
2406,7,7,[u'Toscana Dogajolo Bianco 2014'],[u'Carpineto'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
2407,8,8,[u'Brander Santa Ynez Valley Sauvignon Blanc'],[u'Brander Vineyard'],[u'Central Coast'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.68\n', u'\n']"
2408,9,9,[u'Chardonnay Sigrid'],[u'Bergstr\xf6m'],[u'Willamette Valley'],[u'United States'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $88.48\n', u'\n']"
2409,10,10,[u'Sauvignon Blanc'],[u'Amisfield'],[u'Central Otago'],[u'New Zealand'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $23.83\n', u'\n']"
2410,11,11,"[u""Vintner's Collection Pinot Grigio 2012""]",[u'Sterling'],[u'Calistoga'],[u'United States'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.98\n', u'\n']"
2411,12,12,[u'Chardonnay 2014'],[u'Carmel Road'],[u'Monterey County'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
2412,13,13,[u'Bin 51 Riesling 2009'],[u'Penfolds'],[u'South Australia'],[u'Australia'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.99\n', u'\n']"
2413,14,14,[u'C\xf4tes de Gascogne Sauvignon Blanc 2014'],[u'La Place'],[u'Languedoc'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $32.51\n', u'\n']"
2414,15,15,[u'Muscadet La Forcine'],[u'Auguste Bonhomme'],[u'Pays Nantais'],[u'France'],"[u'\nAvg. Rating: 3.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.47\n', u'\n']"
2415,16,16,[u'Collio Pinot Grigio 2014'],[u'Branko'],[u'Friuli-Venezia Giulia'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $25.28\n', u'\n']"
2416,17,17,[u'Sangiacomo Chardonnay 2012'],[u'La Follette'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $35.93\n', u'\n']"
2417,18,18,[u'Bernkasteler Badstube Kabinett Riesling 2012'],[u'Dr. H. Thanisch'],[u'Mosel'],[u'Germany'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $23.97\n', u'\n']"
2418,19,19,[u'Pinot Gris 2013'],[u'La Crema'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.23\n', u'\n']"
2419,20,20,[u'Section 94 Sauvignon Blanc 2013'],[u'Dog Point'],[u'Marlborough'],[u'New Zealand'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $29.97\n', u'\n']"
2420,21,21,[u'Art Series Riesling 2011'],[u'Leeuwin Estate'],[u'Margaret River'],[u'Australia'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $19.90\n', u'\n']"
2421,22,22,[u'Cashmere White'],[u'Cline'],[u'Los Carneros'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.98\n', u'\n']"
2422,23,23,[u'White Blend 2013'],[u'Mullineux'],[u'Western Cape'],[u'South Africa'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $28.98\n', u'\n']"
2423,24,24,"[u""Aile d'Argent Blanc Bordeaux 1982""]",[u'Ch\xe2teau Mouton Rothschild'],[u'Pauillac'],[u'France'],"[u'\nAvg. Rating: 4.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $1,999.99\n', u'\n']"
2424,25,25,[u'Chardonnay 2014'],[u'Los Vascos'],[u'Valle de Colchagua'],[u'Chile'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
2425,26,26,[u'Unoaked Chardonnay'],[u'Estancia'],[u'Monterey'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.98\n', u'\n']"
2426,27,27,[u'Russian River Valley Chardonnay'],[u'Peirson Meyer'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $36.97\n', u'\n']"
2427,28,28,[u'Moscato'],[u'Mirassou'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.98\n', u'\n']"
2428,29,29,[u'Riesling Bernkasteler Badstube Auslese 2010'],[u'Joh. Jos. Pr\xfcm'],[u'Mosel'],[u'Germany'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $39.98\n', u'\n']"
2429,30,30,[u'Washington Riesling'],[u'Grace Lane'],[u'Washington'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.28\n', u'\n']"
2430,31,31,[u'Cellar Selection Marlborough Sauvignon Blanc 2015'],[u'Sileni Estates'],"[u""Hawke's Bay""]",[u'New Zealand'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
2431,32,32,[u'Chevalier Montrachet Grand Cru'],[u'Philippe Colin'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $622.83\n', u'\n']"
2432,33,33,[u'Santa Barbara County Sauvignon Blanc'],[u'Rusack'],[u'Central Coast'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $23.48\n', u'\n']"
2433,34,34,[u'Napa Valley Chardonnay 2013'],[u'Duckhorn'],[u'St. Helena'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $33.98\n', u'\n']"
2434,35,35,[u'Muscadet-S\xe8vre Et Maine Ch\xe2teau La Ragoti\xe8re Selection Vieilles Vignes 1er Cru Sur Lie'],[u'Fr\xe8res Couillaud'],[u'Pays Nantais'],[u'France'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.89\n', u'\n']"
2435,36,36,[u'Diamond Collection Yellow Label Sauvignon Blanc 2015'],[u'Francis Ford Coppola'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.09\n', u'\n']"
2436,37,37,[u'Chardonnay'],[u'Babich'],[u'Marlborough'],[u'New Zealand'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.31\n', u'\n']"
2437,38,38,[u'Blanc 2014'],[u'Mas de Daumas Gassac'],[u'Languedoc'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $38.99\n', u'\n']"
2438,39,39,[u'Riesling Dellchen GG 2013'],[u'D\xf6nnhoff'],[u'Nahe'],[u'Germany'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $89.99\n', u'\n']"
2439,40,40,[u'Honeybunch Reserve Stellenbosch Chenin Blanc 2013'],[u'Remhoogte'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $25.99\n', u'\n']"
2440,41,41,[u'Frascati Superiore Secco 2015'],[u'Fontana Candida'],[u'Lazio'],[u'Italy'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.96\n', u'\n']"
2441,42,42,[u'Muscadet Sevre & Maine Sur Lie 2014'],[u'R\xe9my Pannier'],[u'Loire'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.48\n', u'\n']"
2442,43,43,[u'Gewurztraminer Alsace 2010'],[u'Trimbach'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.98\n', u'\n']"
2443,44,44,[u'Te Koko Sauvignon Blanc'],[u'Cloudy Bay'],[u'Marlborough'],[u'New Zealand'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $53.28\n', u'\n']"
2444,45,45,[u'Chablis Premier Cru Montee de Tonnerre 2012'],[u'William Fevre'],[u'Chablis'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $55.92\n', u'\n']"
2445,46,46,[u'Estate Sauvignon Blanc'],[u'St. Supery'],[u'Rutherford'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.97\n', u'\n']"
2446,47,47,[u'Quinta de Foz de Arouce Beiras Branco'],[u'Joao Portugal Ramos'],[u'Alentejo'],[u'Portugal'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $34.19\n', u'\n']"
2447,48,48,[u'Primo Amore Moscato Provincia di Pavia'],[u'Zonin'],[u'Veneto'],[u'Italy'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.49\n', u'\n']"
2448,49,49,[u'Dry Riesling 2014'],[u'Ch\xe2teau Ste. Michelle'],[u'Columbia Valley'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
2449,50,50,[u'Riesling'],[u'Pacher Hof'],[u'Trentino-Alto Adige'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $32.59\n', u'\n']"
2450,51,51,[u'Pariglia Vermentino di Sardegna 2013'],[u'Contini'],[u'Sardegna'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.96\n', u'\n']"
2451,52,52,[u'Rancho Santa Rosa Chardonnay'],[u'Foley'],[u'Central Coast'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $26.98\n', u'\n']"
2452,53,53,[u'Chardonnay 2010'],[u'Novellum'],[u'Languedoc'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
2453,54,54,[u'Verdejo Castillo y Leon'],[u'Radio Boca'],[u'Valencia'],[u'Spain'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $8.99\n', u'\n']"
2454,55,55,[u'Chardonnay'],[u'Cul-De-Sac'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $6.58\n', u'\n']"
2455,56,56,[u'Ch\xe2teauneuf-du-Pape Blanc'],[u'Domaine des S\xe9n\xe9chaux'],[u'Ch\xe2teauneuf-du-Pape'],[u'France'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $39.49\n', u'\n']"
2456,57,57,[u'Bucaco Branco Reservado 2001'],[u'Alexandre de Almeida'],[u'Beiras'],[u'Portugal'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $56.22\n', u'\n']"
