,index,Unnamed: 0,0,1,2,3,4,5
0,0,0,[u'Chardonnay Hudson Vineyard'],[u'Patz & Hall'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $54.99\n', u'\n']"
1,1,1,[u'Meursault-Blagny'],[u'Thierry et Pascale Matrot'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $47.68\n', u'\n']"
2,2,2,[u'Domaine de La Chapelle Les Grands Climats Pouilly-Fuiss\xe9 2013'],[u'Catherine et Pascal Rollet'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $29.97\n', u'\n']"
3,3,3,[u'Sauvignon Blanc 2014'],[u'Ancient Peaks'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
4,4,4,"[u""Champion's Lot Riva Ranch Chardonnay 2013""]",[u'Wente'],[u'Livermore Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.98\n', u'\n']"
5,5,5,[u'Pradvaj Roero Arneis'],[u'Malabaila di Canale'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $19.88\n', u'\n']"
6,6,6,[u'Meursault 2011'],[u'Olivier Leflaive'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $55.48\n', u'\n']"
7,7,7,[u'Torrontes 2013'],[u'Colom\xe9'],[u'Valle de Cafayate'],[u'Argentina'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.43\n', u'\n']"
8,8,8,[u'Destin\xe9a Sauvignon Blanc 2014'],[u'Joseph Mellot'],[u'Loire'],[u'France'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.49\n', u'\n']"
9,9,9,[u'Chardonnay'],[u'Fuzion'],[u'Mendoza'],[u'Argentina'],"[u'\nAvg. Rating: 3.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.84\n', u'\n']"
10,10,10,[u'B\xe2tard-Montrachet Grand Cru 2005'],[u'Domaine Leflaive'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $388.99\n', u'\n']"
11,11,11,[u'Baron Thenard Montrachet Grand cru'],[u'Baron Thenard'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $322.32\n', u'\n']"
12,12,12,[u'Beyond Sauvignon Blanc 2014'],[u'Buitenverwachting '],[u'Constantia'],[u'South Africa'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
13,13,13,[u'Vernaccia di San Gimignano 2015'],[u'Rocca delle Macie'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.99\n', u'\n']"
14,14,14,[u'Vi\xf1a Gravonia 2006'],[u'R. L\xf3pez de Heredia Vi\xf1a Tondonia'],[u'Rioja'],[u'Spain'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $28.98\n', u'\n']"
15,15,15,[u'Pinot Grigio 2015'],[u'Estancia'],[u'Monterey'],[u'United States'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
16,16,16,[u'Les Chasseignes Sancerre 2014'],[u'Domaine Fouassier'],[u'Upper Loire'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.96\n', u'\n']"
17,17,17,[u'Riesling Alsace Grand Cru Kitterl\xe9 2005'],[u'Domaines Schlumberger'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $72.28\n', u'\n']"
18,18,18,[u'Fum\xe9 Blanc'],[u'Robert Mondavi'],[u'Oakville'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
19,19,19,[u'Organic Tocken Riesling'],[u'Dreissigacker'],[u'Rheinhessen'],[u'Germany'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $55.99\n', u'\n']"
20,20,20,[u'Gruner Veltliner Wachstum Bodenstein'],[u'Prager'],[u'Wachau'],[u'Austria'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $81.78\n', u'\n']"
21,21,21,[u'Pinot Gris Alsace Clos Windsbuhl'],[u'Domaine Zind Humbrecht'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $72.88\n', u'\n']"
22,22,22,[u'Chardonnay'],[u'Folie \xe0 Deux'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
23,23,23,[u'Clos Des Bouffants Sancerre 2014'],[u'Roger Neveu'],[u'Loire'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.13\n', u'\n']"
24,24,24,[u'Vermentino Toscana 2015'],[u'Aia Vecchia'],[u'Bolgheri'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.96\n', u'\n']"
25,25,25,[u'Saint Cosme C\xf4tes du Rh\xf4ne Blanc'],[u'Ch\xe2teau de Saint Cosme'],[u'Vall\xe9e du Rh\xf4ne'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $20.23\n', u'\n']"
26,26,26,[u'Sauvignon Blanc'],[u'Ernst Gouws & Co'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.39\n', u'\n']"
27,27,27,[u'Torront\xe9s Privado 2014'],[u'Bodegas Etchart'],[u'Valle de Cafayate'],[u'Argentina'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $6.71\n', u'\n']"
28,28,28,[u'Chablis'],[u'Jean-Paul & Benoit Droin'],[u'Chablis'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $26.97\n', u'\n']"
29,29,29,[u'Paleo Bianco 2012'],[u'Le Macchiole'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $74.99\n', u'\n']"
30,30,30,[u'Soliloquy Vineyard Sauvignon Blanc 2014'],[u'Flora Springs'],[u'St. Helena'],[u'United States'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $22.98\n', u'\n']"
31,31,31,[u'Sauvignon Blanc 2015'],[u'Veramonte'],[u'Valle de Casablanca'],[u'Chile'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.94\n', u'\n']"
32,32,32,"[u""Winemaster's (Reserve) Sauvignon Blanc 2015""]",[u'Nederburg'],[u'Coastal Region'],[u'South Africa'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.78\n', u'\n']"
33,33,33,[u'Kung Fu Girl Riesling 2014'],[u'Charles Smith'],[u'Walla Walla Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.48\n', u'\n']"
34,34,34,[u'Mount Hermon White 2013'],[u'Hermon'],[u'Galil'],[u'Israel'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.48\n', u'\n']"
35,35,35,[u'Puligny-Montrachet 1er Cru Les Pucelles 1996'],[u'Domaine Leflaive'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $249.00\n', u'\n']"
36,36,36,[u'Vitral Reserva Sauvignon Blanc'],[u'Vi\xf1a Maipo'],[u'Valle del Maipo'],[u'Chile'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
37,37,37,[u'Beaujolais Blanc Chardonnay 2014'],[u'Pierre-Marie Chermette'],[u'Beaujolais'],[u'France'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.90\n', u'\n']"
38,38,38,[u'Doyle Family Finger Lakes Chardonnay'],[u'Fox Run'],[u'Seneca Lake'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
39,39,39,[u'Sauvignon Blanc'],[u'Cupcake Vineyards'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
40,40,40,[u'Reto Manchuela 2014'],[u'Ponce'],[u'Castilla'],[u'Spain'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $20.97\n', u'\n']"
41,41,41,[u'Aidani 2014'],[u'Hatzidakis'],[u'Santorini'],[u'Greece'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $27.15\n', u'\n']"
42,42,42,[u'Legno Chardonnay 2013'],[u'Pizzato'],[u'Vale dos Vinhedos'],[u'Brazil'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.33\n', u'\n']"
43,43,43,[u'B\xe2tard-Montrachet Grand Cru'],[u'Domaine Ramonet'],[u'C\xf4te de Beaune'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $547.95\n', u'\n']"
44,44,44,[u'C C C C Four C White'],[u'Cabriz'],[u'D\xe3o'],[u'Portugal'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $7.99\n', u'\n']"
45,45,45,[u'Fum\xe9 Blanc 2013'],[u'Robert Mondavi'],[u'Oakville'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.98\n', u'\n']"
46,46,46,[u'Chardonnay Old Head'],[u'Matchbook'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
47,47,47,[u'Chablis La Pierrel\xe9e 2013'],[u'La Chablisienne'],[u'Chablis'],[u'France'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.98\n', u'\n']"
48,48,48,[u'The Cutrer Chardonnay'],[u'Sonoma-Cutrer'],[u'Russian River Valley'],[u'United States'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $26.66\n', u'\n']"
49,49,49,[u'Pinot Grigio Trentino 2015'],[u'Mezzacorona'],[u'Trentino'],[u'Italy'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $7.96\n', u'\n']"
50,50,50,"[u""Il Cavaliere Cuv\xe9e Collection Diplomate D' Empire""]",[u'Abbatucci'],[u'Korsika'],[u'France'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $87.48\n', u'\n']"
51,51,51,[u'Federspiel Gr\xfcner Veltliner'],[u'Rudi Pichler'],[u'Wachau'],[u'Austria'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $25.73\n', u'\n']"
52,52,52,[u'Meursault'],[u'Albert Bichot'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $57.38\n', u'\n']"
53,53,53,[u'Riesling Scharzhofberger Sp\xe4tlese 2011'],[u'Egon M\xfcller-Scharzhof'],[u'Mosel'],[u'Germany'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $125.00\n', u'\n']"
54,54,54,[u'Gewurztraminer Alsace Cuv\xe9e des Seigneurs de Ribeaupierre 2007'],[u'Trimbach'],[u'Alsace'],[u'France'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $47.89\n', u'\n']"
55,55,55,[u'Chardonnay 2011'],[u'Barefoot'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.89\n', u'\n']"
56,56,56,[u'Chardonnay 2013'],[u'Glen Carlou'],[u'Paarl'],[u'South Africa'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.72\n', u'\n']"
57,57,57,"[u""Woodcutter's Roussanne - Viognier - Marsanne""]",[u'Torbreck'],[u'South Australia'],[u'Australia'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.29\n', u'\n']"
58,58,58,[u'Chardonnay Cuv\xe9e du Pape 2012'],[u'Ch\xe2teau Ksara'],[u'Bekaa Valley'],[u'Lebanon'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.99\n', u'\n']"
59,59,59,[u'Verdejo'],[u'Cuatro Rayas'],[u'Castilla y Le\xf3n'],[u'Spain'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $5.49\n', u'\n']"
60,60,60,[u'[+] Torrontes'],[u'Santa Julia'],[u'Mendoza'],[u'Argentina'],"[u'\nAvg. Rating: 2.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.69\n', u'\n']"
61,61,61,[u'Luminous Pinot Gris 2012'],[u'King Estate'],[u'Willamette Valley'],[u'United States'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
62,62,62,[u'Ribeiro 2013'],[u'Sameiras'],[u'Galicia'],[u'Spain'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.67\n', u'\n']"
63,63,63,[u'Delle Venezie Pinot Grigio'],[u'Tomaiolo'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
64,64,64,[u'La Battistina Gavi'],[u'Araldica'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
65,65,65,[u'Meursault-Charmes Premier Cru 2004'],[u'Domaine des Comtes Lafon'],[u'Meursault'],[u'France'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $264.98\n', u'\n']"
66,66,66,[u'Rias Baixas Albarino Burgans 2014'],[u'Martin Codax'],[u'Galicia'],[u'Spain'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $13.98\n', u'\n']"
67,67,67,[u'Napa Valley Chardonnay 2014'],[u'Aviary'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.83\n', u'\n']"
68,68,68,[u'Luminus Chardonnay 2014'],[u'Beringer Vineyards'],[u'St. Helena'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $31.32\n', u'\n']"
69,69,69,[u'Habis Rueda Verdejo 2012'],[u'Shaya'],[u'Castilla y Le\xf3n'],[u'Spain'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $23.96\n', u'\n']"
70,70,70,[u'Meursault 2012'],[u'Domaine des Comtes Lafon'],[u'Meursault'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $115.94\n', u'\n']"
71,71,71,[u'Electra Red Moscato 2013'],[u'Quady'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
72,72,72,[u'Puligny-Montrachet Premier Cru La Truffi\xe8re 2009'],[u'J.M. Boillot'],[u'Pommard'],[u'France'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $84.60\n', u'\n']"
73,73,73,[u'Chardonnay 2014'],[u'Black Stallion'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.96\n', u'\n']"
74,74,74,[u'Terre Bianche Torbato Alghero 2015'],[u'Sella & Mosca'],[u'Sardegna'],[u'Italy'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $21.43\n', u'\n']"
75,75,75,[u'Moonlite Toscana 2014'],[u'Rocca delle Macie'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.48\n', u'\n']"
76,76,76,[u'Barrel Selection Chardonnay 2012'],[u'La Forge'],[u'Languedoc-Roussillon'],[u'France'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.28\n', u'\n']"
77,77,77,[u'Riesling Trocken 2014'],[u'Gunderloch'],[u'Rheinhessen'],[u'Germany'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.98\n', u'\n']"
78,78,78,[u'Pouilly-Fuiss\xe9 Vignes Blanches 2011'],[u'Domaine Thibert'],[u'M\xe2connais'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $39.99\n', u'\n']"
79,79,79,[u'Sherry Piconera Solera Pedro Ximenez 1941'],[u'Las Urtas'],[u'Andaluc\xeda'],[u'Spain'],"[u'\nAvg. Rating: 4.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $24.26\n', u'\n']"
80,80,80,[u'Chardonnay Sicilia'],[u'Planeta'],[u'Terre Siciliane'],[u'Italy'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $36.98\n', u'\n']"
81,81,81,[u'County White Wine Marcellas'],[u'Santa Barbara'],[u'Serra Ga\xfacha'],[u'Brazil'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $18.22\n', u'\n']"
82,82,82,[u'Puligny-Montrachet 2012'],[u'Joseph Drouhin'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $73.97\n', u'\n']"
83,83,83,[u'Sauvignon Blanc 2013'],[u'Wines of Substance'],[u'Columbia Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $25.63\n', u'\n']"
84,84,84,[u'Dutton Ranch Chardonnay 2013'],[u'The Calling'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $26.97\n', u'\n']"
85,85,85,[u'Wild Ferment Chardonnay 2014'],[u'Errazuriz'],[u'Valle de Aconcagua'],[u'Chile'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $16.94\n', u'\n']"
86,86,86,[u'Chardonnay'],[u'Talus'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $7.48\n', u'\n']"
87,87,87,[u'Chardonnay 2014'],[u'Paul Hobbs'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 4.2\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $54.98\n', u'\n']"
88,88,88,[u'Sauvignon Blanc Professor Black 2015'],[u'Warwick'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $17.97\n', u'\n']"
89,89,89,[u'Sauvignon Blanc 2014'],[u'Peju'],[u'Rutherford'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $20.58\n', u'\n']"
90,90,90,[u'Puligny-Montrachet 1er Cru Les Truffi\xe8res 2011'],[u'Louis Latour'],[u'C\xf4te de Nuits'],[u'France'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $98.75\n', u'\n']"
91,91,91,[u'Chenin Blanc'],[u'Simonsig'],[u'Stellenbosch'],[u'South Africa'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.78\n', u'\n']"
92,92,92,[u'Sauvignon Blanc 2013'],[u'Smoking Loon'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 2.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.98\n', u'\n']"
93,93,93,[u'Chablis R\xe9serve De Vaudon 2011'],[u'Joseph Drouhin'],[u'Bourgogne'],[u'France'],"[u'\nAvg. Rating: 3.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $19.99\n', u'\n']"
94,94,94,[u'Le Rime Pinot Grigio 2014'],[u'Banfi'],[u'Toscana'],[u'Italy'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $10.75\n', u'\n']"
95,95,95,[u'Chardonnay McCrea Vineyard 2013'],[u'Kistler Vineyards'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 4.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $128.99\n', u'\n']"
96,96,96,[u'Gew\xfcrztraminer Lunare 2012'],[u'Terlan'],[u'Alto Adige'],[u'Italy'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $50.09\n', u'\n']"
97,97,97,[u'Sauvignon Blanc  2013'],[u'Chimney Rock'],[u'Napa Valley'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $22.98\n', u'\n']"
98,98,98,[u'La Luciana Gavi 2015'],[u'Araldica'],[u'Piemonte'],[u'Italy'],"[u'\nAvg. Rating: 3.6\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $11.98\n', u'\n']"
99,0,0,[u'Meursault 2009'],[u'Domaine des Comtes Lafon'],[u'Meursault'],[u'France'],"[u'\nAvg. Rating: 4.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $79.97\n', u'\n']"
100,1,1,[u'Arroyo Vista Chardonnay 2014'],[u'J. Lohr Vineyards & Wines'],[u'Central Coast'],[u'United States'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.55\n', u'\n']"
101,2,2,[u'Wolff Vineyard Chardonnay 2013'],[u'Mount Eden Vineyards'],[u'California'],[u'United States'],"[u'\nAvg. Rating: 3.8\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $22.98\n', u'\n']"
102,3,3,[u'Chardonnay 2015'],[u'Terranoble'],[u'Valle de Maule'],[u'Chile'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $9.45\n', u'\n']"
103,4,4,[u'Silex'],[u'Didier Dagueneau'],[u'Pouilly-Fum\xe9'],[u'France'],"[u'\nAvg. Rating: 4.5\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $124.47\n', u'\n']"
104,5,5,[u'Pedraia Nuragus di Cagliari 2013'],[u'Santadi'],[u'Sardegna'],[u'Italy'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.51\n', u'\n']"
105,6,6,[u'Chardonnay 2013'],[u'Barista'],[u'Western Cape'],[u'South Africa'],"[u'\nAvg. Rating: 3.4\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.98\n', u'\n']"
106,7,7,[u'Mosel Riesling 2015'],[u'Julian Haart'],[u'Mosel'],[u'Germany'],"[u'\nAvg. Rating: 4.0\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $22.73\n', u'\n']"
107,8,8,[u'Napa Valley Sauvignon Blanc'],[u'Matthew Fritz'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.3\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $12.94\n', u'\n']"
108,9,9,[u'Sauvignon Blanc'],[u'Quivira Vineyards'],[u'Sonoma County'],[u'United States'],"[u'\nAvg. Rating: 3.7\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $14.98\n', u'\n']"
109,10,10,[u'Riesling Auslese Brauneberger Juffer Sonnenuhr 2002'],[u'Fritz Haag'],[u'Brauneberg'],[u'Germany'],"[u'\nAvg. Rating: 4.1\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $1,309.99\n', u'\n']"
110,11,11,[u'Qvinterra Trocken Riesling'],[u'Kuhling-Gillot'],[u'Rheinhessen'],[u'Germany'],"[u'\nAvg. Rating: 3.9\n', u'\n', u'\n', u'\n', u'\n']","[u'\nAvg. Price: $15.98\n', u'\n']"
